,tags,id,"title "
7499,"['Action', 'Free to Play']",557290.0,Line of Sight - Starters Pack
7500,"['Strategy', 'RPG', 'Indie']",563920.0,Fantasy Grounds - The Last Parsec: Archetypes (Savage Worlds)
7501,"['Sandbox', 'Adventure', 'Survival', 'Indie', 'Crafting', '2D', 'Multiplayer', 'Action', 'Building', 'Pixel Graphics', 'Open World', 'Co-op']",414190.0,Junk Jack
7502,"['Action', 'Adventure', 'RPG', 'Indie', 'Anime', 'Female Protagonist', 'Metroidvania', 'Side Scroller', 'Platformer', ""Beat 'em up"", 'Exploration', 'Hack and Slash', 'Controller', 'Action RPG', 'Puzzle-Platformer']",511010.0,TAIKER
7503,"['Board Game', 'Simulation', 'Free to Play', 'Strategy', 'Multiplayer', 'RPG', 'Indie', 'Casual']",402560.0,Tabletopia
7504,"['Early Access', 'Strategy', 'Indie', 'Casual', 'Simulation', 'Physics', 'Puzzle', 'Singleplayer', '3D Platformer']",562430.0,Alien Hostage
7505,"['Strategy', 'Indie', 'Pixel Graphics', 'Stealth']",500690.0,Secret Santa
7506,['Simulation'],434068.0,OMSI 2 Add-On Doppelgelenkbus AGG 300
7507,"['Adventure', 'Indie', 'Casual', 'RPG', 'RPGMaker']",550420.0,Stargazer Christmas
7508,"['Free to Play', 'Casual', 'Indie', 'Local Multiplayer', 'Multiplayer', 'Stealth']",549090.0,Counter Agents
7509,"['RPG', 'Fantasy', 'Real-Time with Pause', 'Tactical RPG', 'Kickstarter', 'Adventure', 'Singleplayer', 'Open World', 'Great Soundtrack', 'Story Rich', 'Multiplayer']",403970.0,The Dwarves
7510,"['Action', 'Indie', 'Casual', 'Puzzle', 'Arcade', '2D', 'Atmospheric', 'Singleplayer', 'Dark', 'Dark Fantasy', 'Match 3']",550450.0,Sparkle Unleashed
7511,"['RPG', 'Indie', 'Adventure', 'Pixel Graphics', '2D', 'Funny', 'Retro', 'Parody', 'Mouse only', 'Story Rich', 'Exploration', 'Fantasy', 'Open World', 'Singleplayer', 'Touch-Friendly', 'Choices Matter', 'Magic']",407880.0,Mad Nords: Probably an Epic Quest
7512,['Strategy'],536741.0,Strategy &amp; Tactics: Wargame Collection - USSR vs USA!
7513,"['Sports', 'Open World', 'Multiplayer', 'Action', 'Simulation', 'Atmospheric', 'Exploration', 'Great Soundtrack', 'First-Person', 'Adventure', 'Racing', 'Co-op', 'Singleplayer', 'Third Person', 'Sandbox', 'Realistic', 'Casual', 'VR', 'Massively Multiplayer', 'FPS']",460920.0,Steep™
7514,"['Indie', 'Casual', 'Simulation']",563283.0,FourChords Guitar Karaoke - EDM Essentials II
7515,"['Sports', 'Wrestling', 'Management']",529700.0,Total Extreme Wrestling
7516,"['RPG', 'Pixel Graphics', 'Rogue-like', 'Dungeon Crawler', 'Indie', 'Action', 'Rogue-lite', 'Hack and Slash', 'Adventure', '2D', 'Singleplayer', 'Bullet Hell', 'Procedural Generation', 'Perma Death', 'Top-Down', 'GameMaker']",383230.0,Dungeon Souls
7517,"['Action', 'Adventure', 'RPG', 'Indie']",463630.0,Dungeon Souls - Original Soundtrack
7518,"['Casual', 'Action', 'Indie', 'Puzzle', 'Platformer', '3D Platformer', 'Puzzle-Platformer']",541410.0,Skyway
7519,"['Indie', 'Casual', 'Simulation']",563285.0,FourChords Guitar Karaoke - Katy Perry
7520,"['Adventure', 'Indie', 'Point & Click', 'Stylized', 'Cartoony', 'Puzzle', 'Great Soundtrack', 'Hand-drawn', '2D', 'Cute', 'Atmospheric', 'Story Rich', 'Comedy', 'Family Friendly', 'Colorful', 'Relaxing']",555290.0,Little Briar Rose
7521,"['Action', 'Indie']",517960.0,Crate Punks
7522,"['Adventure', 'Casual', 'Hidden Object']",514720.0,Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition
7523,"['Action', 'Indie', 'Casual']",565070.0,The Night Christmas Ended - Soundtrack
7524,"['Early Access', 'Adventure', 'Simulation', 'Survival', 'Exploration', 'First-Person', 'Open World', 'Realistic']",440450.0,Escape: Sierra Leone
7525,"['Action', 'Adventure', 'Indie', 'Fantasy', 'Magic', 'Action-Adventure', 'Atmospheric']",547090.0,Halloween Mysteries
7526,"['Indie', 'Adventure', 'Horror', 'Puzzle', 'Atmospheric', 'Action', 'First-Person', 'Action-Adventure', 'Dystopian', 'Cute']",545150.0,Beastiarium
7527,"['Strategy', 'Casual', 'Card Game']",561680.0,Santa's Christmas Solitaire
7528,"['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Singleplayer', ""Shoot 'Em Up"", 'Top-Down Shooter', 'Replay Value', 'Top-Down', 'Bullet Hell', 'Score Attack', 'Family Friendly', 'Arena Shooter', 'Controller', 'Soundtrack', 'Flight', 'Sci-fi', 'Pixel Graphics', 'Retro', 'Difficult']",548700.0,Bit Blaster XL Soundtrack
7529,"['Strategy', 'Adventure', 'Indie']",422193.0,DROD: Smitemaster's Selection Expansions 7+8
7530,"['Casual', 'Adventure', 'Action']",545860.0,Luke Sidewalker
7531,"['Free to Play', 'Adventure', 'Action', 'Indie', 'Female Protagonist', 'Puzzle-Platformer']",529770.0,Ley Lines
7532,"['Free to Play', 'Cute', 'Indie', 'Casual', 'Platformer', 'Adventure', '2D', 'Survival', 'Family Friendly', 'Funny', 'Multiplayer', 'Difficult', 'Puzzle']",513450.0,Drop Alive
7533,"['Indie', 'Casual']",556570.0,Drop Alive - Deluxe Edition
7534,"['RPG', 'Naval', 'Adventure', 'Pirates', 'Open World', 'Difficult', 'Swordplay', 'Economy', 'Exploration', 'Cult Classic', 'Choices Matter', 'Choose Your Own Adventure', 'Historical', 'Atmospheric', '6DOF', 'Sailing', 'Crafting', 'Trading', 'Fighting', 'Story Rich']",452521.0,Sea Dogs: To Each His Own - Flying the Jolly Roger
7535,['Action'],563880.0,Seraph - Cypher (Costume pack)
7536,"['RPG', 'Indie', 'Casual', 'Adventure', 'Strategy', 'Free to Play', 'Simulation']",565261.0,Clicker Heroes: Red-Nosed Clickdeer
7537,"['Action', 'Fighting', '2D Fighter', 'Arcade']",366240.0,GAROU: MARK OF THE WOLVES
7538,['Design & Illustration'],562510.0,JugiPaint
7539,"['Simulation', 'Racing', 'Sports']",515120.0,Ride 2 Ducati Bikes Pack
7540,"['Indie', 'Casual', 'Simulation']",565350.0,FourChords Guitar Karaoke - Kodaline
7541,"['Action', 'Indie', 'Racing', 'Zombies']",565340.0,ZombieCarz
7542,"['Adventure', 'Indie', 'Point & Click', 'Funny', 'Satire', 'Comedy']",488770.0,Her Majesty's SPIFFING
7543,['Simulation'],448209.0,TS Marketplace: LMS P3 Coaches Pack 03 Add-On
7544,"['Early Access', 'Sports', 'Simulation']",529020.0,Virtual-O
7545,['Simulation'],512310.0,TS Marketplace: LMS P3 Coaches Pack 04 Add-On
7546,['Simulation'],513093.0,TS Marketplace: British Railways Class A2 Livery Pack Add-On
7547,['Simulation'],523530.0,Yu-Gi-Oh! ARC-V: ARC League Championship
7548,['Simulation'],523531.0,Yu-Gi-Oh! ARC-V: Yugo’s Synchro Dimension
7549,['Simulation'],523533.0,Yu-Gi-Oh! ARC-V: Jack Atlas vs Yuya
7550,['Simulation'],523534.0,Yu-Gi-Oh! ARC-V: Shay vs Dennis
7551,"['Early Access', 'Simulation', 'Strategy', 'Indie', 'Sandbox', 'City Builder', 'Medieval']",459880.0,PlayFortress
7552,['Simulation'],523532.0,Yu-Gi-Oh! ARC-V: Yuya vs Crow
7553,"['Strategy', 'Adventure', 'Indie']",422200.0,DROD: Smitemaster's Selection Expansions 9+10
7554,['Simulation'],494521.0,FSX Steam Edition: McDonnell F3H-2 Demon™ Add-On
7555,"['Racing', 'Sports', 'Action', 'Indie']",457162.0,Rocket League® - Vulcan
7556,"['Indie', 'Strategy', 'Multiplayer', 'RTS']",388900.0,Fracture the Flag
7557,"['Adventure', 'Casual', 'Hidden Object']",497020.0,Mystic Diary - Quest for Lost Brother
7558,"['Indie', 'Casual', 'Horror', 'Adventure', 'Action', 'Puzzle', 'Simulation']",550310.0,Root Of Evil: The Tailor
7559,"['Casual', 'Action', 'Indie', 'Puzzle', 'Puzzle-Platformer']",562520.0,Attempt[42]
7560,"['Indie', 'Adventure', 'Experimental', 'Exploration']",495760.0,Deios II // DEIDIA
7561,"['Strategy', 'RPG', 'Indie']",558540.0,Fantasy Grounds - 1 on 1 Adventures #5: Vale of the Sepulcher (3.5E/PFRPG)
7562,"['Strategy', 'RPG', 'Indie']",566480.0,Fantasy Grounds - Deadlands Reloaded: Abracadabra and an Arab Cadaver (Savage Worlds)
7563,"['Strategy', 'RPG', 'Indie']",567230.0,Fantasy Grounds - Secrets of New York (CoC)
7564,"['Strategy', 'RPG', 'Indie']",565500.0,Fantasy Grounds - The Last Parsec: Omariss Death Worm (Savage Worlds)
7565,"['Strategy', 'RPG', 'Indie']",555030.0,Fantasy Grounds - Mini-Dungeon #016: The Halls of Hellfire (5E)
7566,"['Strategy', 'RPG', 'Indie']",555740.0,Fantasy Grounds - Mini-Dungeon #017: Shadows of Madness (5E)
7567,"['Strategy', 'RPG', 'Indie']",556670.0,Fantasy Grounds - Mini-Dungeon #018: Neotomas' Paradise (5E)
7568,"['Strategy', 'RPG', 'Indie']",561900.0,Fantasy Grounds - Tropical Islands (Map Pack)
7569,"['Strategy', 'RPG', 'Indie']",561330.0,Fantasy Grounds - Cold Mountain (PFRPG)
7570,"['RPG', 'Card Game', 'Rogue-like']",557410.0,Dream Quest
7571,"['Action', 'Indie']",566280.0,The Hurricane of the Varstray Soundtrack
7572,"['Action', 'Indie']",566260.0,Trouble Witches Origin Soundtrack
7573,"['Anime', 'Dating Sim', 'Sexual Content', 'Visual Novel', 'Nudity', 'Cute', 'Adventure', 'Story Rich']",552280.0,Tayutama2 -you're the only one- CHI ver.
7574,"['RPG', 'Zombies', 'RPGMaker']",497240.0,Pool of Death
7575,"['Early Access', 'Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",555850.0,Galactic Landing
7576,"['Massively Multiplayer', 'Indie', 'Simulation', 'Action', 'Adventure']",547630.0,Madness^3 OST
7577,"['Indie', 'RPG']",560582.0,Siralim 2 - Higher Skin Drop Rate (Cosmetic Only)
7578,"['Indie', 'RPG']",560581.0,Siralim 2 - Unlock All Skins (Cosmetic Only)
7579,"['RPG', 'Indie']",560580.0,Siralim 2 - Trials of the Gods (Expansion)
7580,"['Action', 'Indie', 'Casual']",567070.0,Stellar Interface - Original Soundtrack
7581,"['Adventure', 'Visual Novel']",560790.0,Red Spider2: Exiled
7582,"['Indie', 'Casual', 'Puzzle', 'Atmospheric', 'Singleplayer']",535000.0,EXIT
7583,"['Casual', 'Indie', 'Puzzle']",567020.0,TILE
7584,['Casual'],566930.0,Rescue Team 6 Collector's Edition
7585,"['Strategy', 'Indie']",492690.0,War for the Overworld - Crucible Expansion
7586,['Casual'],566940.0,Claws &amp; Feathers 2
7587,"['Sexual Content', 'Casual', 'RPG', 'VR']",563760.0,VR GirlFriend
7588,"['Indie', 'Casual', 'Puzzle']",560200.0,A Number's life
7589,"['Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports', 'Strategy']",565323.0,Pixel Puzzles Ultimate - Puzzle Pack: Santa
7590,"['Action', 'Indie', 'Casual', 'Great Soundtrack', 'Platformer']",567280.0,Cube Runner
7591,"['Strategy', 'Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",565324.0,Pixel Puzzles Ultimate - Puzzle Pack: Glaciers
7592,"['Indie', 'Casual', 'Simulation']",563280.0,FourChords Guitar Karaoke - Hedley
7593,"['Free to Play', 'Strategy', 'Action']",566390.0,Zoom Out Modification
7594,"['Action', 'Adventure', 'Indie', 'Casual']",569190.0,Breaking Wheel OST
7595,"['Strategy', 'Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",565322.0,Pixel Puzzles Ultimate - Puzzle Pack: Christmas
7596,"['Casual', 'Action', 'Indie']",534320.0,4Team
7597,"['Casual', 'Indie', 'Puzzle', '2D', 'Relaxing', 'Physics', 'Minimalist', 'Singleplayer', 'Short']",569410.0,Zup! 2 - DLC
7598,"['RTS', 'Historical', 'Real-Time', 'Multiplayer', 'Strategy', 'City Builder', 'Resource Management', 'Replay Value', 'Base Building', 'Competitive', 'Tactical']",565040.0,Deluxe Content - Cossacks 3: Days of Brilliance
7599,"['Casual', 'Adventure', 'Indie']",412290.0,The Dreamlord
7600,"['Indie', 'Casual']",568710.0,Santa Rockstar OST
7601,"['Action', 'Shooter', 'FPS', 'Zombies', 'Competitive', 'Co-op', 'Indie', 'Multiplayer']",350600.0,BIOS
7602,"['Casual', 'Indie', 'Music', 'Rhythm']",567980.0,Santa Rockstar
7603,"['Indie', 'Casual']",567860.0,Passage 4
7604,"['Casual', 'Indie', 'Hidden Object', 'Singleplayer', 'Point & Click', 'Mouse only', 'Puzzle', 'Detective', 'Crime', 'Female Protagonist', 'Family Friendly', 'Magic', 'Mystery']",563320.0,Mountain Trap: The Manor of Memories
7605,"['Free to Play', 'Sports', 'Massively Multiplayer', 'Casual', 'Simulation']",542940.0,Kickoff Legends
7606,"['Strategy', 'Simulation', '2D', 'Singleplayer']",536890.0,Glittermitten Grove
7607,"['Free to Play', 'Adventure', 'RPG', 'RPGMaker']",559990.0,ERR - 001
7608,['Simulation'],555080.0,Isyium
7609,"['Casual', 'Simulation']",509679.0,Rocksmith® 2014 Edition – Remastered – Creedence Clearwater Revival - “Bad Moon Rising”
7610,"['Casual', 'Simulation']",509682.0,Rocksmith® 2014 Edition – Remastered – Creedence Clearwater Revival Song Pack
7611,"['Casual', 'Simulation']",509680.0,Rocksmith® 2014 Edition – Remastered – Creedence Clearwater Revival - “Fortunate Son”
7612,"['Casual', 'Simulation']",509681.0,Rocksmith® 2014 Edition – Remastered – Creedence Clearwater Revival - “Proud Mary”
7613,"['Adventure', 'Indie', 'Casual']",561000.0,Delicious - Emily's Home Sweet Home
7614,"['Simulation', 'Racing', 'Sports']",464320.0,Real Events 2: 2016 MotoGP™ Season
7615,['Simulation'],434069.0,OMSI 2 Add-On Mallorca
7616,"['Action', 'Gore', 'Violent', 'Indie', 'Co-op']",463791.0,Warhammer: End Times - Vermintide Karak Azgaraz
7617,['Adventure'],545490.0,Akuya
7618,"['Massively Multiplayer', 'Free to Play', 'RPG', 'Adventure', 'MMORPG', 'Third Person', 'Open World']",523190.0,Weapons of Mythology - New Age -
7619,['Simulation'],536573.0,FSX Steam Edition: US Cities X: Las Vegas Add-On
7620,"['Strategy', 'Simulation', 'World War II']",530760.0,Hearts of Iron IV: Together for Victory
7621,"['RPG', 'Classic']",559640.0,Betrayal Collection
7622,"['Free to Play', 'RPG', 'Clicker']",251450.0,Heroes of Havoc: Idle Adventures
7623,"['Early Access', 'Strategy', 'Action', 'RTS', 'Aliens', 'Indie']",563490.0,Earth Liberation
7624,"['Action', 'Indie', 'Casual']",567050.0,Breaking Wheel Modding Files
7625,"['Early Access', 'Strategy', 'Simulation', 'Indie', 'City Builder']",538990.0,SugarMill
7626,"['Indie', 'Soundtrack']",571190.0,Incognito - Soundtrack
7627,"['Adventure', 'Indie', 'Point & Click']",551840.0,Crystal Shard Adventure Bundle
7628,"['Action', 'Violent', 'RPG']",548421.0,PAYDAY 2: Scarface Heist
7629,"['Indie', 'Casual', 'Card Game']",570490.0,SHENZHEN SOLITAIRE
7630,"['Action', 'Violent', 'RPG']",548422.0,PAYDAY 2: Scarface Character Pack
7631,"['Indie', 'Adventure']",557790.0,Goblet of Maya
7632,"['Adventure', 'Indie']",571010.0,ASTRONEER (Original Soundtrack)
7633,"['Strategy', 'Indie', 'Simulation', 'RTS', 'Multiplayer', 'Singleplayer', 'Pixel Graphics', 'Action', 'Great Soundtrack', 'Co-op', 'Sci-fi', 'Local Multiplayer', 'Online Co-Op', 'Retro', 'Aliens', 'Voxel', 'War', 'Military', 'PvP']",531680.0,8-Bit Invaders!
7634,"['Strategy', 'RPG', 'Indie']",563900.0,Fantasy Grounds - Mini-Dungeon #007: The Pententieyrie (PFRPG)
7635,"['Strategy', 'RPG', 'Indie']",566510.0,Fantasy Grounds - Mini-Dungeon #009: Tiikeri's Revenge (PFRPG)
7636,"['Strategy', 'RPG', 'Indie']",565460.0,Fantasy Grounds - Mini-Dungeon #008: Carrionholme (PFRPG)
7637,"['Strategy', 'RPG', 'Indie']",569950.0,Fantasy Grounds - Mini-Dungeon #010: Ghastardly Deeds (PFRPG)
7638,"['Casual', 'Indie', 'Hidden Object', 'Puzzle', 'Point & Click', 'Mouse only', 'Magic', 'Atmospheric', 'Singleplayer', 'Mystery', 'Crime', 'Female Protagonist']",563340.0,Blue Tear
7639,"['Adventure', 'Indie', 'Music']",559950.0,Maize Original Soundtrack
7640,"['Racing', 'Indie', 'RPG', 'Simulation', 'Clicker']",567000.0,Tapocalypse
7641,"['Indie', 'Casual', 'Simulation', 'Racing', 'Sports', 'Action']",569010.0,Island Racer
7642,"['Indie', 'Casual', 'Strategy', 'Crafting', 'Space', 'Robots', 'Singleplayer', 'Education']",485630.0,Brazed
7643,"['RPG', 'Indie', 'Anime', 'Strategy', 'Cute', 'Tactical RPG', 'JRPG', 'Strategy RPG', 'Turn-Based', 'Tactical', 'Turn-Based Tactics', 'Singleplayer', 'Fantasy', 'Turn-Based Strategy', 'Turn-Based Combat', 'Replay Value', 'Female Protagonist', 'Retro', 'Comedy', 'Visual Novel']",529160.0,Moekuri: Adorable + Tactical SRPG
7644,"['Strategy', 'RTS', 'Base Building']",530040.0,reconquest
7645,"['RPG', 'Massively Multiplayer', 'Indie', 'Simulation']",571220.0,hackmud OST
7646,"['Casual', 'Indie', 'Action', 'Simulation', 'Arcade', 'Memes', 'Funny', 'Singleplayer', 'Procedural Generation', 'Top-Down', 'Platformer', 'Rogue-like', 'Free to Play', 'Great Soundtrack', 'Relaxing', 'Music', 'PvE', 'Atmospheric', 'Comedy', 'Classic']",539700.0,SWEATER? OK!
7647,"['Early Access', 'Action', 'Indie', 'Casual', 'Cartoony', '3D Platformer']",535240.0,Landmine Larry
7648,"['Casual', 'Indie', 'Action', 'Typing']",567290.0,Slash It
7649,"['Action', 'Indie', 'Casual', 'Platformer']",571020.0,Santa's Big Adventures
7650,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Simulation']",570920.0,RPG Tycoon: Festive Fun
7651,"['Design & Illustration', 'Utilities']",531600.0,Game Character Hub PE: Second Story
7652,"['Strategy', 'Simulation']",558480.0,Twilight Struggle - Turn Zero &amp; Promo Cards
7653,"['Indie', 'Soundtrack']",571300.0,SickBrick - Soundtrack
7654,"['Video Production', 'Software', 'Utilities']",554820.0,VideoPad Video Editor
7655,"['Casual', 'Indie', 'Adventure', 'Strategy']",567210.0,Bunnyrama
7656,"['Action', 'Adventure', 'Indie', 'Sports', 'Casual', 'RPG']",538700.0,TURGUL: RAPID FIGHTING
7657,"['Action', 'Indie', 'Adventure', 'Platformer', '2D', '4 Player Local', 'Local Multiplayer', 'Story Rich', 'Aliens', 'Atmospheric', 'Singleplayer', 'Difficult']",570890.0,Fallen
7658,"['Action', 'Indie']",500340.0,QUACK ATTACK 1985: TURBO DX EDITION
7659,"['Casual', 'Adventure', 'Indie']",502530.0,THE GREY MAN
7660,"['Action', 'Adventure', 'RPG']",568990.0,Tom Clancy's The Division™ - Let it Snow Pack
7661,"['Action', 'Adventure']",525034.0,Watch_Dogs® 2 - Dumpster Diver Pack
7662,"['Action', 'Adventure']",525036.0,Watch_Dogs® 2 - Home Town Pack
7663,"['Casual', 'Simulation']",509683.0,Rocksmith® 2014 Edition – Remastered – Green Day - “Good Riddance (Time of Your Life)”
7664,"['Casual', 'Simulation']",509688.0,Rocksmith® 2014 Edition – Remastered – Green Day Song Pack II
7665,"['Casual', 'Simulation']",509685.0,Rocksmith® 2014 Edition – Remastered – Green Day - “Wake Me Up When September Ends”
7666,"['Casual', 'Simulation']",509684.0,Rocksmith® 2014 Edition – Remastered – Green Day - “21 Guns”
7667,['Strategy'],544840.0,Children of Orc
7668,"['Casual', 'Simulation']",509686.0,Rocksmith® 2014 Edition – Remastered – Green Day - “Longview”
7669,"['Action', 'Adventure', 'Massively Multiplayer', 'Casual']",508400.0,DRAGON BALL XENOVERSE 2 - DB Super Pack 1
7670,"['Casual', 'Simulation']",509687.0,Rocksmith® 2014 Edition – Remastered – Green Day - “Bang Bang”
7671,"['Strategy', 'RPG', 'Indie']",572070.0,Fantasy Grounds - Islands of Plunder: Spices and Flesh (PFRPG)
7672,"['Strategy', 'RPG', 'Indie']",570720.0,Fantasy Grounds - Islands of Plunder: Tarin's Crown (PFRPG)
7673,"['Strategy', 'RPG', 'Indie']",570670.0,Fantasy Grounds - Road to War: The Equinox Crown (5E)
7674,"['Action', 'Adventure', 'Indie']",503800.0,Fractal Space - Soundtrack
7675,"['Early Access', 'Gore', 'Adventure', 'Indie', 'Violent', 'Sexual Content']",570500.0,Child Phobia: Nightcoming Fears
7676,"['Racing', 'Simulation', 'Sports']",562060.0,Ride 2 Free Bikes Pack 2
7677,"['Indie', 'Action', 'Anime', 'Female Protagonist']",557420.0,Kamio Recoil
7678,['Simulation'],536574.0,FSX Steam Edition: US Cities: Detroit Add-On
7679,"['Casual', 'Adventure', 'Indie', 'Anime', 'Puzzle', 'Cartoon', 'Story Rich', 'Great Soundtrack', 'Comic Book', 'Match 3']",414140.0,Jewel bits
7680,['Simulation'],536549.0,FSX Steam Edition: Toposim East Africa Add-On
7681,['Simulation'],536572.0,FSX Steam Edition: Toposim Central Africa Add-On
7682,['Simulation'],536575.0,FSX Steam Edition: US Cities X: Chicago Add-On
7683,"['Casual', 'Strategy', 'Simulation', 'Indie']",573850.0,BalanCity - Original Soundtrack
7684,"['Indie', 'Action', 'Pixel Graphics', 'Procedural Generation', 'Rogue-like', '2D', 'Dark', 'Dark Fantasy', 'Retro', 'Atmospheric', 'Difficult', 'Replay Value', 'Great Soundtrack', 'Rogue-lite', 'Arcade', 'Hack and Slash', 'Singleplayer', 'Survival', 'Blood', 'Fast-Paced']",542350.0,Castle of no Escape 2
7685,"['Strategy', 'Casual', 'Indie']",567800.0,12 Labours of Hercules VI: Race for Olympus
7686,"['Early Access', 'Free to Play', 'Strategy', 'Multiplayer', 'RTS', 'War', 'MOBA', 'Indie', 'Violent', 'Action', 'Singleplayer', 'Co-op', 'Casual', 'Sci-fi']",558100.0,Art of War: Red Tides
7687,"['Design & Illustration', 'Utilities', 'Animation & Modeling']",570320.0,Spriter: Dreamworld Adventures Environment Art Pack
7688,"['Indie', 'Casual', 'Sports']",567040.0,AffordaGolf Online
7689,"['Strategy', 'Casual']",546200.0,Gnomes Garden 3: The thief of castles
7690,"['Strategy', 'RPG', 'Indie']",571250.0,Hieroglyphika - Soundtrack
7691,"['Simulation', 'Indie', 'Survival']",533800.0,Orcish Inn
7692,"['Adventure', 'Indie']",571750.0,SVRVIVE: The Deus Helix - Christmas DLC
7693,"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Software', 'Utilities', 'Lovecraftian', 'Party-Based RPG', 'Story Rich', 'Online Co-Op', 'Sandbox']",573470.0,Fantasy Grounds - Call of Cthulhu 7th Edition (Ruleset)
7694,"['Action', 'Indie']",548250.0,Bugspeed Collider - Soundtrack
7695,"['Strategy', 'Indie', 'Anime', 'Cute', 'Multiplayer', 'Turn-Based', 'Board Game']",573180.0,100% Orange Juice - Nath &amp; Tomato+Mimyuu Character Pack
7696,"['Adventure', 'Indie', 'Casual', 'Singleplayer', 'Hidden Object', 'Puzzle', 'Atmospheric', 'Great Soundtrack', '2D', 'Choices Matter', 'Stylized', 'Action-Adventure', 'Choose Your Own Adventure', 'Point & Click', 'Visual Novel', 'Survival']",562670.0,Masha Rescues Grandma
7697,"['Strategy', 'Simulation', 'Casual', 'Indie']",571960.0,Tyto Ecology - Alaskan Tundra Ecosystem
7698,"['Simulation', 'Casual', 'Pinball']",564010.0,Stern Pinball Arcade
7699,"['Action', 'Indie', 'Sports']",574400.0,Wand Wars - Soundtrack
7700,"['Indie', 'Action', 'RPG', 'Singleplayer', 'Dungeon Crawler', 'Procedural Generation', 'Rogue-lite', 'Action RPG', 'Dark Fantasy', 'Rogue-like']",528730.0,Crypt of the Serpent King
7701,['Indie'],543430.0,Brain Booster
7702,"['Simulation', 'Racing', 'Sports']",550800.0,Automobilista - Formula Truck
7703,"['Casual', 'Simulation']",569243.0,Stern Pinball Arcade: AC/DC
7704,"['Casual', 'Simulation']",569244.0,Stern Pinball Arcade: Mary Shelley's Frankenstein
7705,"['Indie', 'Action', 'Casual', 'Space', 'Arcade', 'Shooter', 'Singleplayer', 'Bullet Hell', 'Mouse only', 'Top-Down', 'Short', 'Sci-fi', 'Difficult', 'Top-Down Shooter', ""Shoot 'Em Up"", 'Great Soundtrack']",529900.0,Polygon Attack
7706,"['Action', 'Adventure', 'Indie']",571870.0,Little Jack's Adventures
7707,"['RPG', 'Rogue-like', 'JRPG']",574580.0,To The Capital
7708,"['Horror', 'First-Person', 'Singleplayer', 'Survival Horror', 'Cute', ""1990's"", 'Indie', 'Action', 'Survival', 'Strategy', 'Robots', 'Dark', 'Difficult', 'Story Rich', 'Funny', 'Adventure', 'Atmospheric', 'Great Soundtrack', 'Family Friendly', 'Memes']",568090.0,Tattletail
7709,"['Adventure', 'Action', 'Casual', 'Indie']",572040.0,Felis
7710,"['Indie', 'Puzzle']",544180.0,Orbox C
7711,"['Action', 'Casual', 'Indie', ""Shoot 'Em Up"", 'Space', 'Bullet Hell']",567580.0,Duke of Alpha Centauri
7712,"['Action', 'Simulation']",567421.0,Skeet: VR Target Shooting - Thank You Silver
7713,"['Action', 'Simulation']",567422.0,Skeet: VR Target Shooting - Thank You Gold
7714,"['Adventure', 'Indie']",575030.0,Baru and the Spirit Prince
7715,"['Indie', 'Action', 'Adventure', '2D', 'Platformer', 'Side Scroller', 'Pixel Graphics']",395550.0,Operation Hardcore
7716,"['Indie', 'Casual', 'Visual Novel', 'Female Protagonist', 'Otome', 'Fantasy']",555320.0,Never give up!
7717,"['Action', 'Adventure', 'Indie', 'Platformer']",543320.0,Alchemist
7718,"['Adventure', 'Indie', 'Action', '2D']",574910.0,The Bits That Saved The Universe
7719,"['Free to Play', 'Anime', 'Visual Novel', 'Sexual Content', 'Casual', 'Indie', 'Horror', 'Simulation', 'Romance', 'Dating Sim', 'Singleplayer', 'Story Rich', 'Adventure', 'Psychological Horror', 'Memes', 'FPS', 'Nudity']",555210.0,Trick and Treat - Visual Novel
7720,"['Action', 'Indie', 'Casual']",560710.0,Leap Up no jutsu
7721,"['Action', 'Casual', 'Adventure', 'Indie', 'Dungeon Crawler', 'Local Multiplayer', 'Co-op']",538390.0,Crimson Nights
7722,"['Casual', 'Indie', 'Adventure', 'Strategy']",550400.0,Delicious - Emily's Hopes and Fears
7723,"['Indie', 'Strategy']",552030.0,Artillerists
7724,"['Strategy', 'RPG', 'Indie']",574450.0,Fantasy Grounds - Modern Tokens 2 (Token Pack)
7725,"['Strategy', 'RPG', 'Indie']",561920.0,Fantasy Grounds - The Last Parsec: Core (Savage Worlds)
7726,"['Strategy', 'RPG', 'Indie']",576570.0,Fantasy Grounds - Heroic Characters 9 (Token Pack)
7727,"['Action', 'Adventure', 'Indie']",568130.0,Gum Guy
7728,"['Strategy', 'RPG', 'Indie']",576180.0,Fantasy Grounds - Heroic Characters 10 (Token Pack)
